text,ix,sentence,проведение выборов,качество управления,качество здравоохранения,строительство атомной электростанции,развитие промышленности,развитие сельского хозяйства,состояние жилья,качество и стоимость услуг ЖКХ,состояние дорожной сети,газификация
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,109," Внедрим механизм смены поликлиники и участкового врача по желанию москвича, снова появится возможность записи к специалистам напрямую, а не через участкового.",0,0,1,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,127," Другой работы, кроме торговли, бюджетной сферы, госуправления и работы в ЖКХ, в городе практически не осталось.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,133,"Загруженность на дорогах объясняется не только состоянием дорожного хозяйства, но и движением товаров, размещением торговых центров и складов.",0,0,0,0,0,1,0,0,1,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,134," Очевидна деградация кадрового рынка: выпускники вузов, имеющие потенциально полезные городу специальности, имеют крайне ограниченный выбор на рынке труда.",1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,135, Одна часть молодежи обречена работать в сфере услуг «принеси-унеси».,0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,136," Другая – выбирать между «менеджером по продажам» и «менеджером по работе с клиентами», разрушая себя навыками обмана и «впаривания».",1,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,138,"Поборами, отчетностями и диктатурой монополистов связан по рукам малый и средний бизнес – мотор реальной конкуренции на рынке товаров, услуг и производства.",0,0,0,0,1,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,140,"В задавленном положении находятся люди труда: как широкий слой наёмных работников, так и рабочие предприятий.",0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,146,"В нашем Правительстве экономическая стратегия Москвы будет сориентирована на построение современного города: города науки, производства и высоких технологий.",0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,148,"Права москвичей, успешно и полезно для города реализующих себя в сфере торговли и услуг, не будут ущемлены.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,152," Поставим задачу создать в пятилетний срок полномочий Мэра не менее 2,5 миллионов рабочих мест в высокопроизводительных и перерабатывающих отраслях промышленности.",0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,154,"Прекратим распродажу промышленных зон и базовых организаций науки, имеющих стратегическое значение для развития города, являющихся приложением труда сотен тысяч специалистов.",0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,155, Перейдем к адресной поддержке предприятий.,0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,157," Предоставим льготы по налогу на прибыль, инвестируемую в развитие предприятия.",0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,159,"Законом определим в качестве приоритетных такие отрасли индустрии, как производство медицинской техники, тонкие химические технологии, оборонная промышленность, электроника, автомобилестроение и новый экологический транспорт, производство лекарств, биотехнологии, станкостроение, инструментальная, легкая и пищевая промышленность.",0,0,1,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,161,Задача: создание достойно оплачиваемых рабочих мест в научно-инновационном секторе экономики и промышленном высокотехнологичном экологически чистом производстве.,0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,164,"Мы за реальную поддержку малого предпринимательства – без ущемления крупными финансовыми структурами, чиновниками и криминалом.",0,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,172, Рабочего на производстве.,0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,185,Мы слышим лишь разговоры о проблеме: почти за три года правления нынешнего руководства Москвы ситуация не изменилась.,0,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,188," Наконец, властям просто невыгодно принимать эффективные решения: мигранты – это дешёвый рабский труд, приносящий прибыль грязному бизнесу и покрывающей его бюрократии.",0,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,204,"За десять лет квартплата в Москве выросла почти в 10 раз, тарифы на газ – в 7 раз, на отопление – в 8 раз, на горячую воду – в 66 раз.",0,0,0,0,0,0,0,1,0,1
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,206, До 70% составляющей тарифа на услуги естественных монополий составляют «откаты».,0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,207," Износ фондов – более 60%, значительная их часть в аварийном или предаварийном состоянии, а сумма невыполненных обязательств государства по капитальному ремонту – 1 триллион рублей.",0,0,0,0,0,0,1,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,209,"Власть продолжает перекладывать расходы по ЖКХ на плечи москвичей и заходит ещё дальше: если ранее 95% стоимости капитального ремонта оплачивались из бюджета, то теперь для собственников вводятся ежемесячные платежи на капремонт.",0,0,0,0,0,0,1,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,212,"Власть превратила оказание услуг в ненасытный бизнес, а свои обязанности – в личное дело москвичей.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,215,Одним из первых шагов нашей команды станет запрет на повышение тарифов.,0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,216," Образование тарифов сделаем прозрачным, их размер будет утверждён Мосгордумой.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,217," Возьмём под строжайший контроль, чтобы плата за ЖКХ не превышала 10% совокупного дохода семьи.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,218, Управляющие компании будут публиковать отчёты о работе.,0,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,219, Повысится материальная ответственность за ненадлежащее качество услуг и нарушение правил их предоставления.,0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,220," Утвердим методику обоснования тарифов и платежей степенью благоустройства, конструктивных и технических параметров дома.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,221," Введём требования по ограничению зарплат руководителей предприятий ЖКХ, управляющих компаний, ТСЖ.",0,1,0,0,1,0,1,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,243,"С приходом команды нынешнего Мэра продолжилось уничтожение исторических зданий и памятников культуры: тут и Круговое депо Николаевской железной дороги, построенное в XIX веке, и Литейных цех завода ЗИЛ – памятник промышленной архитектуры, и знаменитый на весь мир Дом Волконских на Воздвиженке.",0,0,0,0,1,0,0,0,1,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,251, Организуем государственные предприятия для строительства массового социального жилья.,0,0,0,0,1,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,270," Введем регламент комфортного размещения инфраструктуры для москвичей: продуктовый магазин, аптека, бытовые товары – должны быть рядом с каждым.",0,0,1,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,278,"Улицы Большая Академическая, шоссе Энтузиастов и другие, вошедшие в состав Северо-Западной, Северо-Восточной и Южной хорд, расширяются за счёт газонов, вырубки парков и скверов, приближения дорог на расстояние до трёх метров к подъездам домов.",0,0,0,0,0,0,0,0,1,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,286,Немедленно прекратим вторжение на жилые территории.,0,0,0,0,0,0,1,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,290," Начнём развивать грузоперевозки по воде, развивая Северный, Южный и Западный порты.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,296," Введём комфортные высокоскоростные трамваи и троллейбусы, муниципальное такси с доступными фиксированными ценами.",0,0,0,0,0,0,0,0,1,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,310,"Мосводоканал до сих пор использует для обеззараживания воды хлор и его соединения – устаревший способ, от которого уже отказались в развитых городах из-за высокой канцерогенности.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,315,После победы на выборах будет образовано подразделение экологической полиции для постоянного надзора в этой сфере.,1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,318, Внедрим современный безвредный способ очистки воды: ультрафильтрацию.,0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,324," Какую проблему ни возьми: строительство, ЖКХ, миграция, транспорт, экология, – везде и всюду прослеживается чёткая связь крупного капитала и бюрократии.",0,0,0,0,0,0,0,1,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,331," Модель «Мэрия–Префектура–Управа» малоэффективна, хотя на содержание чиновников тратятся огромные средства.",0,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,332," В то же время муниципальные депутаты, избираемые москвичами, фактически бесправны.",1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,338,Давно уже никто не питает иллюзий по поводу честных выборов в Москве.,1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,339," Кандидаты от власти не вылезают с экранов и не сходят с газетных полос, впопыхах вспоминая, чем живёт Москва, что она хочет услышать.",1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,344, Мэр и министры будут регулярно отчитываться перед депутатами Мосгордумы.,0,1,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,346,Гарантируем образцовые конкурентные выборы нового состава городского парламента в 2014 году.,1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,347," Создадим условия для реально равного представительства всех кандидатов в городских СМИ, освободим работников бюджетной сферы от подсказок, как нужно голосовать.",1,0,0,0,0,0,0,0,0,0
Любимому городу - разумную власть! Предвыборная программа кандидата в Мэры Москвы Ивана Мельникова.txt,354,Проведем административную реформу с целью упразднения лишних органов власти и сокращения бюрократического аппарата.,0,1,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,3," Сегодня нам предстоит принять важные решение – выдвинуть кандидата и определить основные тезисы нашей программы, с которыми мы пойдем на выборы губернатора Новосибирской области.",1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,5,Промышленность.,0,0,0,0,1,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,8," Чего только стоит завод «Сибсельмаш», который был главным поставщиком снарядов для фронта.",0,0,0,0,1,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,9," Сейчас завод разобрали на куски,  именно тогда, когда снаряды так  необходимы для фронта.",0,0,0,0,1,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,11,"Стране и Новосибирской области требуется мобилизационная экономика, реальное импортозамещение, кардинально более эффективные решения в развитии как промышленности так и сельского хозяйства.",0,1,0,0,1,1,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,16,Для этого необходимо победить на выборах губернатора Новосибирской области.,1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,19, Отменены выборы мэра Новосибирска.,1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,20," На большинстве округов в Горсовете и Заксобрании, где избраны наши депутаты, за два года до выборов кандидаты от «Единой России» уже ведут работу, практически с неограниченным финансовым ресурсом.",1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,21, По откровенно сомнительным основаниям уголовному преследованию подвергаются представители КПРФ – заместитель мэра города и глава администрации Центрального округа.,0,1,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,24, На выборах губернатора внедряется электронное голосование.,1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,25," Вместо выборов в один день – трехдневное голосование, что исключает любую возможность контроля за бюллетенями в ночное время.",1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,27,"Если партия окажет мне доверие и выдвинет кандидатом в губернаторы,  какие акценты могут быть  расставлены в предвыборной программе:",1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,33,"Второй вопрос, который касается всей области – назревшая необходимость в проведении проверки хода исполнения целого ряда региональных государственных программ, финансово-хозяйственной деятельности чиновников, министров и некоторых глав районов.",0,1,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,34,"  Вот в частности, на «чистую воду» выделяются миллиарды, а чистой воды нет.",0,0,0,0,0,0,0,1,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,44,Приоритет – газификация районов области.,0,0,0,0,0,0,0,0,0,1
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,46, Провести газ в каждый район Новосибирской области – реально.,0,0,0,0,0,0,0,0,0,1
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,49,Другая важная задача – здравоохранение.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,50, В районных больницах нет узких специалистов.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,51, Аптечные пункты и ФАПы должны быть открыты в каждом сельсовете.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,53, Пока доедешь и купишь таблетки или найдешь фельдшера – можно помереть.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,56,Совершенно критический вопрос – чистая вода.,0,0,0,0,0,0,0,1,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,58, Вода ржавая.,0,0,0,0,0,0,0,1,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,64,"Достойные субсидии получает всего несколько крупных предприятий, а остальные выживают как придется.",0,0,0,0,1,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,65," Всю прибыль съедают перекупы, фермеры все тратят на солярку, урожай продают за копейки и остаются не с чем.",0,0,0,0,0,1,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,68," Все это мы видим в народных предприятиях, которые организованы представителями КПРФ на примере совхоза имени Ленина в Подмосковье, совхоза Звениговский в Марий Эл, в Иркутской области.",0,0,0,0,1,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,71, И даже – не дожидаясь итогов выборов.,1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,79," Отремонтировать освещение, да асфальтировать хотя бы центральные улицы.",0,0,0,0,0,0,0,1,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,93, Всего несколько сотен миллионов – и решается проблема освещения в частном секторе.,0,0,0,0,0,0,0,1,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,104," Это и платный мост, и поликлиники, и школы по проекту ГЧП, масса других проектов.",0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,107,Отдельная просто критическая проблема – здравоохранение.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,108, В государственных поликлиниках просто критически не хватает врачей.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,109, Не хватает и самих поликлиник.,0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,110," Семь поликлиник по договору государственно-частного партнерства должны быть построены еще год назад, затраты областного бюджета на них выросли с 12 миллиардов до 30, но ни одной поликлиники в эксплуатацию так и не ввели.",0,0,1,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,113,"Мы не готовы с этим мириться, а потому обязаны идти на выборы губернатора Новосибирской области и бороться за будущее нашего региона, наших детей и внуков!",1,0,0,0,0,0,0,0,0,0
Новосибирская область. Кандидат-коммунист Роман Яковлев Первая задача — выйти во второй тур.txt,120,"Еще одна принципиальная задача – обеспечение контроля за ходом голосования в течение трех дней на почти 1400 избирательных участках, расположенных за пределами Новосибирска.",1,0,0,0,0,0,0,0,0,0
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",1,"Между тем, ещё в 2006 году премьер-министр Дмитрий Медеведев объявил газификацию России «пятым нацпроектом».",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",3,"Такая мощная газовая держава, как Россия не может допустить, чтобы уровень газификации ее граждан оставался таким низким.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",4," Поэтому «Газпром» реализует программу газификации регионов как социальную, сказал тогда Медведев.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",6,"А в 2009 году уже будучи президентом, он пообещал закончить всеобщую газификацию к 2015 году.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",7," По его словам, главная цель программы подать газ во все деревни и города до 2015 года.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",10," Но все равно газ нужно тянуть и туда», рассуждал Дмитрий Анатольевич.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",14,"Причём газ до сих пор не пришёл не только в глухие деревни «в три дома», но и в довольно крупные населённые пункты.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",15, Отсутствие газа является смертным приговором для некоторых из них.,0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",16," Например, на густонаселённой Кубани можно наблюдать, как пустеют хутора и станицы, куда не пришло голубое топливо – люди стремятся переехать туда, где есть газ, а, значит, и минимальный набор бытовых удобств.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",18,"Валерий Голубев пообещал, что «Газпром» в наступившем году потратит на «пятый нацпроект» около 37 миллиардов рублей.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",19," Между тем, как стало известно во вторник, дополнительные вложения этой компании в строительство газопровода «Южный поток» составят 509 миллиардов рублей.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",23,Почему же газификация «энергетической сверхдержавы» постоянно откладывается?,0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",28," Сопряжено это в первую очередь с тем, что экспорт газа приносит «Газпрому» больше выгоды, чем продажа его на внутреннем рынке.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",29," Соответственно, и главные инвестиции газовый монополист делает на «европейском направлении».",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",31," Сам глава «Газпрома» Алексей Миллер, когда возникали сложности на внешних рынках, не раз заявлял, что у компании есть огромный потенциал для роста газового рынка внутри страны.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",34," Иначе говоря, пытались выравнять цены на газ, продающийся на внешнем и внутреннем рынках.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",37," Причём делаются заявления о том, что это выравнивание будет происходить в том числе и за счёт снижения цен на экспортный газ.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",40,"В сухом остатке – «Газпром» сейчас совсем не так заинтересован, как ещё несколько лет назад, в развитии внутрироссийской газотранспортной системы.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",43," Например, на программу развития газового месторождения Чаянда требуется более 1,2 триллиона рублей.",0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",45, «Газпром» не может синхронно вести все эти программы одновременно.,0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",51, В итоге у нас может получиться колоссальный избыток газопроводных мощностей.,0,0,0,0,0,0,0,0,0,1
"Пока Газпром гонит топливо в Европу, половина российских селян вынуждена обходиться углем и дровами.txt",57,"Надо понимать, что заявление Медведева о газификации всей страны к 2015 году было скорее популистским, чем подкреплённым какими-то реальными расчётами, говорит директор Института национальной энергетики Сергей Правосудов.",0,0,0,0,0,0,0,0,0,1
